O_Tz06,O_Sla06,O_Lga06,O_Ssd06,O_Sd06,O_State,D_Tz06,D_Sla06,D_Lga06,D_Ssd06,D_Sd06,D_Area,O_Zone06_abs,Dzn06_abs,Mode9,Freq,source not in tz,destination in tz,
816,1550,1550,520,5,0,521,6550,6550,510,5,1,1115500816,1165500521,1,4,#N/A,521,#N/A
816,1550,1550,520,5,0,527,6550,6550,510,5,1,1115500816,1165500527,1,3,#N/A,527,#N/A
816,1550,1550,520,5,0,270,7205,7200,505,5,1,1115500816,1172050270,1,5,#N/A,270,#N/A
816,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500816,1172050277,1,3,#N/A,277,#N/A
816,1550,1550,520,5,0,294,7205,7200,505,5,1,1115500816,1172050294,1,3,#N/A,294,#N/A
817,1550,1550,520,5,0,527,6550,6550,510,5,1,1115500817,1165500527,1,3,#N/A,527,#N/A
817,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500817,1172050278,1,4,#N/A,278,#N/A
819,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500819,1172050277,1,3,#N/A,277,#N/A
819,1550,1550,520,5,0,284,7205,7200,505,5,1,1115500819,1172050284,1,3,#N/A,284,#N/A
819,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500819,1172050287,1,3,#N/A,287,#N/A
819,1550,1550,520,5,0,288,7205,7200,505,5,1,1115500819,1172050288,1,3,#N/A,288,#N/A
822,1550,1550,520,5,0,554,6550,6550,510,5,1,1115500822,1165500554,1,3,#N/A,554,#N/A
822,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500822,1172050278,1,1,#N/A,278,#N/A
822,1550,1550,520,5,0,279,7205,7200,505,5,1,1115500822,1172050279,1,1,#N/A,279,#N/A
822,1550,1550,520,5,0,285,7205,7200,505,5,1,1115500822,1172050285,1,3,#N/A,285,#N/A
823,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500823,1165500520,1,5,#N/A,520,#N/A
823,1550,1550,520,5,0,527,6550,6550,510,5,1,1115500823,1165500527,1,5,#N/A,527,#N/A
823,1550,1550,520,5,0,276,7205,7200,505,5,1,1115500823,1172050276,1,3,#N/A,276,#N/A
823,1550,1550,520,5,0,279,7205,7200,505,5,1,1115500823,1172050279,1,1,#N/A,279,#N/A
823,1550,1550,520,5,0,283,7205,7200,505,5,1,1115500823,1172050283,1,3,#N/A,283,#N/A
824,1550,1550,520,5,0,523,6550,6550,510,5,1,1115500824,1165500523,1,2,#N/A,523,#N/A
824,1550,1550,520,5,0,533,6550,6550,510,5,1,1115500824,1165500533,1,1,#N/A,533,#N/A
825,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500825,1165500520,1,3,#N/A,520,#N/A
825,1550,1550,520,5,0,558,6550,6550,510,5,1,1115500825,1165500558,1,3,#N/A,558,#N/A
826,1550,1550,520,5,0,553,6550,6550,510,5,1,1115500826,1165500553,1,3,#N/A,553,#N/A
826,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500826,1172050277,1,3,#N/A,277,#N/A
826,1550,1550,520,5,0,285,7205,7200,505,5,1,1115500826,1172050285,1,3,#N/A,285,#N/A
827,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500827,1172050277,1,3,#N/A,277,#N/A
827,1550,1550,520,5,0,288,7205,7200,505,5,1,1115500827,1172050288,1,4,#N/A,288,#N/A
828,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500828,1172050292,1,3,#N/A,292,#N/A
829,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500829,1165500520,1,3,#N/A,520,#N/A
829,1550,1550,520,5,0,521,6550,6550,510,5,1,1115500829,1165500521,1,5,#N/A,521,#N/A
829,1550,1550,520,5,0,553,6550,6550,510,5,1,1115500829,1165500553,1,3,#N/A,553,#N/A
829,1550,1550,520,5,0,270,7205,7200,505,5,1,1115500829,1172050270,1,4,#N/A,270,#N/A
829,1550,1550,520,5,0,276,7205,7200,505,5,1,1115500829,1172050276,1,3,#N/A,276,#N/A
829,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500829,1172050277,1,3,#N/A,277,#N/A
829,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500829,1172050287,1,3,#N/A,287,#N/A
829,1550,1550,520,5,0,288,7205,7200,505,5,1,1115500829,1172050288,1,4,#N/A,288,#N/A
832,1550,1550,520,5,0,284,7205,7200,505,5,1,1115500832,1172050284,1,3,#N/A,284,#N/A
832,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500832,1172050292,1,3,#N/A,292,#N/A
833,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500833,1172050277,1,1,#N/A,277,#N/A
833,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500833,1172050278,1,4,#N/A,278,#N/A
833,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500833,1172050287,1,1,#N/A,287,#N/A
834,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500834,1172050278,1,5,#N/A,278,#N/A
835,1550,1550,520,5,0,521,6550,6550,510,5,1,1115500835,1165500521,1,4,#N/A,521,#N/A
835,1550,1550,520,5,0,541,6550,6550,510,5,1,1115500835,1165500541,1,3,#N/A,541,#N/A
835,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500835,1172050278,1,4,#N/A,278,#N/A
835,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500835,1172050292,1,3,#N/A,292,#N/A
837,1550,1550,520,5,0,509,6550,6550,510,5,1,1115500837,1165500509,1,1,#N/A,509,#N/A
837,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500837,1165500520,1,3,#N/A,520,#N/A
837,1550,1550,520,5,0,527,6550,6550,510,5,1,1115500837,1165500527,1,3,#N/A,527,#N/A
837,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500837,1172050277,1,1,#N/A,277,#N/A
837,1550,1550,520,5,0,279,7205,7200,505,5,1,1115500837,1172050279,1,5,#N/A,279,#N/A
837,1550,1550,520,5,0,288,7205,7200,505,5,1,1115500837,1172050288,1,3,#N/A,288,#N/A
838,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500838,1172050287,1,1,#N/A,287,#N/A
839,1550,1550,520,5,0,276,7205,7200,505,5,1,1115500839,1172050276,1,3,#N/A,276,#N/A
839,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500839,1172050278,1,1,#N/A,278,#N/A
839,1550,1550,520,5,0,283,7205,7200,505,5,1,1115500839,1172050283,1,3,#N/A,283,#N/A
840,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500840,1172050287,1,3,#N/A,287,#N/A
841,1550,1550,520,5,0,527,6550,6550,510,5,1,1115500841,1165500527,1,3,#N/A,527,#N/A
841,1550,1550,520,5,0,558,6550,6550,510,5,1,1115500841,1165500558,1,3,#N/A,558,#N/A
841,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500841,1172050277,1,3,#N/A,277,#N/A
841,1550,1550,520,5,0,279,7205,7200,505,5,1,1115500841,1172050279,1,3,#N/A,279,#N/A
841,1550,1550,520,5,0,283,7205,7200,505,5,1,1115500841,1172050283,1,3,#N/A,283,#N/A
842,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500842,1172050277,1,3,#N/A,277,#N/A
843,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500843,1165500520,1,4,#N/A,520,#N/A
843,1550,1550,520,5,0,521,6550,6550,510,5,1,1115500843,1165500521,1,2,#N/A,521,#N/A
843,1550,1550,520,5,0,549,6550,6550,510,5,1,1115500843,1165500549,1,1,#N/A,549,#N/A
843,1550,1550,520,5,0,283,7205,7200,505,5,1,1115500843,1172050283,1,3,#N/A,283,#N/A
843,1550,1550,520,5,0,284,7205,7200,505,5,1,1115500843,1172050284,1,3,#N/A,284,#N/A
843,1550,1550,520,5,0,288,7205,7200,505,5,1,1115500843,1172050288,1,1,#N/A,288,#N/A
843,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500843,1172050292,1,1,#N/A,292,#N/A
844,1550,1550,520,5,0,285,7205,7200,505,5,1,1115500844,1172050285,1,3,#N/A,285,#N/A
845,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500845,1172050277,1,3,#N/A,277,#N/A
845,1550,1550,520,5,0,287,7205,7200,505,5,1,1115500845,1172050287,1,4,#N/A,287,#N/A
846,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500846,1172050277,1,3,#N/A,277,#N/A
847,1550,1550,520,5,0,529,6550,6550,510,5,1,1115500847,1165500529,1,3,#N/A,529,#N/A
847,1550,1550,520,5,0,276,7205,7200,505,5,1,1115500847,1172050276,1,3,#N/A,276,#N/A
848,1550,1550,520,5,0,294,7205,7200,505,5,1,1115500848,1172050294,1,3,#N/A,294,#N/A
850,1550,1550,520,5,0,558,6550,6550,510,5,1,1115500850,1165500558,1,3,#N/A,558,#N/A
850,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500850,1172050292,1,3,#N/A,292,#N/A
853,1550,1550,520,5,0,277,7205,7200,505,5,1,1115500853,1172050277,1,3,#N/A,277,#N/A
853,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500853,1172050278,1,4,#N/A,278,#N/A
853,1550,1550,520,5,0,279,7205,7200,505,5,1,1115500853,1172050279,1,3,#N/A,279,#N/A
856,1550,1550,520,5,0,520,6550,6550,510,5,1,1115500856,1165500520,1,3,#N/A,520,#N/A
858,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500858,1172050278,1,1,#N/A,278,#N/A
859,1550,1550,520,5,0,553,6550,6550,510,5,1,1115500859,1165500553,1,3,#N/A,553,#N/A
859,1550,1550,520,5,0,278,7205,7200,505,5,1,1115500859,1172050278,1,3,#N/A,278,#N/A
859,1550,1550,520,5,0,292,7205,7200,505,5,1,1115500859,1172050292,1,3,#N/A,292,#N/A
985,2851,2850,525,5,0,277,7205,7200,505,5,1,1128510985,1172050277,1,3,#N/A,277,#N/A
990,2851,2850,525,5,0,527,6550,6550,510,5,1,1128510990,1165500527,1,3,#N/A,527,#N/A
994,2851,2850,525,5,0,520,6550,6550,510,5,1,1128510994,1165500520,1,3,#N/A,520,#N/A
998,2851,2850,525,5,0,270,7205,7200,505,5,1,1128510998,1172050270,1,2,#N/A,270,#N/A
998,2851,2850,525,5,0,278,7205,7200,505,5,1,1128510998,1172050278,1,1,#N/A,278,#N/A
1006,2851,2850,525,5,0,287,7205,7200,505,5,1,1128511006,1172050287,1,3,#N/A,287,#N/A
1007,2851,2850,525,5,0,277,7205,7200,505,5,1,1128511007,1172050277,1,3,#N/A,277,#N/A
1010,2851,2850,525,5,0,279,7205,7200,505,5,1,1128511010,1172050279,1,3,#N/A,279,#N/A
1010,2851,2850,525,5,0,285,7205,7200,505,5,1,1128511010,1172050285,1,3,#N/A,285,#N/A
1011,2851,2850,525,5,0,520,6550,6550,510,5,1,1128511011,1165500520,1,3,#N/A,520,#N/A
1011,2851,2850,525,5,0,527,6550,6550,510,5,1,1128511011,1165500527,1,3,#N/A,527,#N/A
1014,2851,2850,525,5,0,526,6550,6550,510,5,1,1128511014,1165500526,1,2,#N/A,526,#N/A
1014,2851,2850,525,5,0,532,6550,6550,510,5,1,1128511014,1165500532,1,1,#N/A,532,#N/A
1014,2851,2850,525,5,0,277,7205,7200,505,5,1,1128511014,1172050277,1,3,#N/A,277,#N/A
1014,2851,2850,525,5,0,278,7205,7200,505,5,1,1128511014,1172050278,1,3,#N/A,278,#N/A
1016,2851,2850,525,5,0,278,7205,7200,505,5,1,1128511016,1172050278,1,4,#N/A,278,#N/A
1016,2851,2850,525,5,0,283,7205,7200,505,5,1,1128511016,1172050283,1,3,#N/A,283,#N/A
1018,2851,2850,525,5,0,277,7205,7200,505,5,1,1128511018,1172050277,1,3,#N/A,277,#N/A
1025,2851,2850,525,5,0,270,7205,7200,505,5,1,1128511025,1172050270,1,4,#N/A,270,#N/A
1027,2851,2850,525,5,0,292,7205,7200,505,5,1,1128511027,1172050292,1,3,#N/A,292,#N/A
1051,2854,2850,525,5,0,521,6550,6550,510,5,1,1128541051,1165500521,1,3,#N/A,521,#N/A
1056,2854,2850,525,5,0,520,6550,6550,510,5,1,1128541056,1165500520,1,3,#N/A,520,#N/A
1058,2854,2850,525,5,0,510,6550,6550,510,5,1,1128541058,1165500510,1,4,#N/A,510,#N/A
1060,2854,2850,525,5,0,527,6550,6550,510,5,1,1128541060,1165500527,1,3,#N/A,527,#N/A
1064,2854,2850,525,5,0,278,7205,7200,505,5,1,1128541064,1172050278,1,1,#N/A,278,#N/A
1070,2854,2850,525,5,0,278,7205,7200,505,5,1,1128541070,1172050278,1,3,#N/A,278,#N/A
2984,3101,3100,570,5,0,520,6550,6550,510,5,1,1131012984,1165500520,1,3,#N/A,520,#N/A
2994,3101,3100,570,5,0,279,7205,7200,505,5,1,1131012994,1172050279,1,3,#N/A,279,#N/A
2998,3101,3100,570,5,0,277,7205,7200,505,5,1,1131012998,1172050277,1,3,#N/A,277,#N/A
2998,3101,3100,570,5,0,285,7205,7200,505,5,1,1131012998,1172050285,1,3,#N/A,285,#N/A
3006,3101,3100,570,5,0,277,7205,7200,505,5,1,1131013006,1172050277,1,3,#N/A,277,#N/A
3026,3104,3100,570,5,0,520,6550,6550,510,5,1,1131043026,1165500520,1,3,#N/A,520,#N/A
3026,3104,3100,570,5,0,288,7205,7200,505,5,1,1131043026,1172050288,1,3,#N/A,288,#N/A
3026,3104,3100,570,5,0,292,7205,7200,505,5,1,1131043026,1172050292,1,3,#N/A,292,#N/A
3031,3104,3100,570,5,0,284,7205,7200,505,5,1,1131043031,1172050284,1,3,#N/A,284,#N/A
3034,3104,3100,570,5,0,514,6550,6550,510,5,1,1131043034,1165500514,1,3,#N/A,514,#N/A
3038,3104,3100,570,5,0,558,6550,6550,510,5,1,1131043038,1165500558,1,4,#N/A,558,#N/A
3039,3104,3100,570,5,0,278,7205,7200,505,5,1,1131043039,1172050278,1,1,#N/A,278,#N/A
3043,3104,3100,570,5,0,294,7205,7200,505,5,1,1131043043,1172050294,1,3,#N/A,294,#N/A
3044,3104,3100,570,5,0,530,6550,6550,510,5,1,1131043044,1165500530,1,3,#N/A,530,#N/A
3044,3104,3100,570,5,0,276,7205,7200,505,5,1,1131043044,1172050276,1,3,#N/A,276,#N/A
3045,3104,3100,570,5,0,520,6550,6550,510,5,1,1131043045,1165500520,1,3,#N/A,520,#N/A
3045,3104,3100,570,5,0,527,6550,6550,510,5,1,1131043045,1165500527,1,3,#N/A,527,#N/A
3045,3104,3100,570,5,0,558,6550,6550,510,5,1,1131043045,1165500558,1,3,#N/A,558,#N/A
3045,3104,3100,570,5,0,277,7205,7200,505,5,1,1131043045,1172050277,1,4,#N/A,277,#N/A
3045,3104,3100,570,5,0,283,7205,7200,505,5,1,1131043045,1172050283,1,1,#N/A,283,#N/A
3045,3104,3100,570,5,0,287,7205,7200,505,5,1,1131043045,1172050287,1,1,#N/A,287,#N/A
3049,3104,3100,570,5,0,513,6550,6550,510,5,1,1131043049,1165500513,1,3,#N/A,513,#N/A
3049,3104,3100,570,5,0,527,6550,6550,510,5,1,1131043049,1165500527,1,3,#N/A,527,#N/A
3049,3104,3100,570,5,0,278,7205,7200,505,5,1,1131043049,1172050278,1,4,#N/A,278,#N/A
3053,3104,3100,570,5,0,525,6550,6550,510,5,1,1131043053,1165500525,1,3,#N/A,525,#N/A
3054,3104,3100,570,5,0,278,7205,7200,505,5,1,1131043054,1172050278,1,3,#N/A,278,#N/A
3054,3104,3100,570,5,0,292,7205,7200,505,5,1,1131043054,1172050292,1,3,#N/A,292,#N/A
3057,3104,3100,570,5,0,292,7205,7200,505,5,1,1131043057,1172050292,1,3,#N/A,292,#N/A
3058,3104,3100,570,5,0,549,6550,6550,510,5,1,1131043058,1165500549,1,3,#N/A,549,#N/A
3058,3104,3100,570,5,0,292,7205,7200,505,5,1,1131043058,1172050292,1,3,#N/A,292,#N/A
3060,3104,3100,570,5,0,277,7205,7200,505,5,1,1131043060,1172050277,1,3,#N/A,277,#N/A
2022,3800,3800,545,5,0,558,6550,6550,510,5,1,1138002022,1165500558,1,3,#N/A,558,#N/A
2045,3800,3800,545,5,0,521,6550,6550,510,5,1,1138002045,1165500521,1,3,#N/A,521,#N/A
2047,3800,3800,545,5,0,510,6550,6550,510,5,1,1138002047,1165500510,1,4,#N/A,510,#N/A
2052,3800,3800,545,5,0,510,6550,6550,510,5,1,1138002052,1165500510,1,4,#N/A,510,#N/A
1786,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501786,1165500520,1,3,#N/A,520,#N/A
1786,3950,3950,540,5,0,283,7205,7200,505,5,1,1139501786,1172050283,1,3,#N/A,283,#N/A
1789,3950,3950,540,5,0,508,6550,6550,510,5,1,1139501789,1165500508,1,3,#N/A,508,#N/A
1789,3950,3950,540,5,0,527,6550,6550,510,5,1,1139501789,1165500527,1,3,#N/A,527,#N/A
1790,3950,3950,540,5,0,287,7205,7200,505,5,1,1139501790,1172050287,1,4,#N/A,287,#N/A
1791,3950,3950,540,5,0,277,7205,7200,505,5,1,1139501791,1172050277,1,3,#N/A,277,#N/A
1791,3950,3950,540,5,0,283,7205,7200,505,5,1,1139501791,1172050283,1,1,#N/A,283,#N/A
1793,3950,3950,540,5,0,276,7205,7200,505,5,1,1139501793,1172050276,1,3,#N/A,276,#N/A
1793,3950,3950,540,5,0,283,7205,7200,505,5,1,1139501793,1172050283,1,3,#N/A,283,#N/A
1795,3950,3950,540,5,0,284,7205,7200,505,5,1,1139501795,1172050284,1,1,#N/A,284,#N/A
1795,3950,3950,540,5,0,285,7205,7200,505,5,1,1139501795,1172050285,1,2,#N/A,285,#N/A
1796,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501796,1165500520,1,4,#N/A,520,#N/A
1796,3950,3950,540,5,0,277,7205,7200,505,5,1,1139501796,1172050277,1,3,#N/A,277,#N/A
1796,3950,3950,540,5,0,283,7205,7200,505,5,1,1139501796,1172050283,1,3,#N/A,283,#N/A
1797,3950,3950,540,5,0,527,6550,6550,510,5,1,1139501797,1165500527,1,3,#N/A,527,#N/A
1799,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501799,1165500520,1,3,#N/A,520,#N/A
1803,3950,3950,540,5,0,270,7205,7200,505,5,1,1139501803,1172050270,1,3,#N/A,270,#N/A
1805,3950,3950,540,5,0,277,7205,7200,505,5,1,1139501805,1172050277,1,3,#N/A,277,#N/A
1807,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501807,1165500520,1,3,#N/A,520,#N/A
1807,3950,3950,540,5,0,287,7205,7200,505,5,1,1139501807,1172050287,1,3,#N/A,287,#N/A
1809,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501809,1165500520,1,3,#N/A,520,#N/A
1811,3950,3950,540,5,0,527,6550,6550,510,5,1,1139501811,1165500527,1,3,#N/A,527,#N/A
1811,3950,3950,540,5,0,547,6550,6550,510,5,1,1139501811,1165500547,1,3,#N/A,547,#N/A
1812,3950,3950,540,5,0,277,7205,7200,505,5,1,1139501812,1172050277,1,3,#N/A,277,#N/A
1814,3950,3950,540,5,0,520,6550,6550,510,5,1,1139501814,1165500520,1,3,#N/A,520,#N/A
1815,3950,3950,540,5,0,278,7205,7200,505,5,1,1139501815,1172050278,1,1,#N/A,278,#N/A
1819,3950,3950,540,5,0,527,6550,6550,510,5,1,1139501819,1165500527,1,3,#N/A,527,#N/A
1819,3950,3950,540,5,0,284,7205,7200,505,5,1,1139501819,1172050284,1,3,#N/A,284,#N/A
1819,3950,3950,540,5,0,292,7205,7200,505,5,1,1139501819,1172050292,1,3,#N/A,292,#N/A
1821,3950,3950,540,5,0,278,7205,7200,505,5,1,1139501821,1172050278,1,1,#N/A,278,#N/A
1821,3950,3950,540,5,0,279,7205,7200,505,5,1,1139501821,1172050279,1,1,#N/A,279,#N/A
1822,3950,3950,540,5,0,509,6550,6550,510,5,1,1139501822,1165500509,1,3,#N/A,509,#N/A
1825,3950,3950,540,5,0,279,7205,7200,505,5,1,1139501825,1172050279,1,3,#N/A,279,#N/A
2651,4001,4000,560,5,0,287,7205,7200,505,5,1,1140012651,1172050287,1,5,#N/A,287,#N/A
2652,4001,4000,560,5,0,292,7205,7200,505,5,1,1140012652,1172050292,1,3,#N/A,292,#N/A
2654,4001,4000,560,5,0,529,6550,6550,510,5,1,1140012654,1165500529,1,3,#N/A,529,#N/A
2655,4001,4000,560,5,0,277,7205,7200,505,5,1,1140012655,1172050277,1,3,#N/A,277,#N/A
2659,4001,4000,560,5,0,555,6550,6550,510,5,1,1140012659,1165500555,1,3,#N/A,555,#N/A
2666,4001,4000,560,5,0,277,7205,7200,505,5,1,1140012666,1172050277,1,3,#N/A,277,#N/A
2668,4001,4000,560,5,0,558,6550,6550,510,5,1,1140012668,1165500558,1,3,#N/A,558,#N/A
2670,4001,4000,560,5,0,520,6550,6550,510,5,1,1140012670,1165500520,1,3,#N/A,520,#N/A
2670,4001,4000,560,5,0,527,6550,6550,510,5,1,1140012670,1165500527,1,3,#N/A,527,#N/A
2671,4001,4000,560,5,0,521,6550,6550,510,5,1,1140012671,1165500521,1,5,#N/A,521,#N/A
2671,4001,4000,560,5,0,292,7205,7200,505,5,1,1140012671,1172050292,1,3,#N/A,292,#N/A
2672,4001,4000,560,5,0,520,6550,6550,510,5,1,1140012672,1165500520,1,3,#N/A,520,#N/A
2673,4001,4000,560,5,0,284,7205,7200,505,5,1,1140012673,1172050284,1,3,#N/A,284,#N/A
2595,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042595,1165500520,1,3,#N/A,520,#N/A
2597,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042597,1165500520,1,3,#N/A,520,#N/A
2600,4004,4000,560,5,0,509,6550,6550,510,5,1,1140042600,1165500509,1,3,#N/A,509,#N/A
2600,4004,4000,560,5,0,515,6550,6550,510,5,1,1140042600,1165500515,1,3,#N/A,515,#N/A
2600,4004,4000,560,5,0,532,6550,6550,510,5,1,1140042600,1165500532,1,3,#N/A,532,#N/A
2600,4004,4000,560,5,0,537,6550,6550,510,5,1,1140042600,1165500537,1,3,#N/A,537,#N/A
2600,4004,4000,560,5,0,276,7205,7200,505,5,1,1140042600,1172050276,1,3,#N/A,276,#N/A
2600,4004,4000,560,5,0,283,7205,7200,505,5,1,1140042600,1172050283,1,3,#N/A,283,#N/A
2601,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042601,1165500520,1,3,#N/A,520,#N/A
2604,4004,4000,560,5,0,277,7205,7200,505,5,1,1140042604,1172050277,1,3,#N/A,277,#N/A
2605,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042605,1165500520,1,3,#N/A,520,#N/A
2605,4004,4000,560,5,0,292,7205,7200,505,5,1,1140042605,1172050292,1,3,#N/A,292,#N/A
2607,4004,4000,560,5,0,276,7205,7200,505,5,1,1140042607,1172050276,1,3,#N/A,276,#N/A
2610,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042610,1165500520,1,3,#N/A,520,#N/A
2611,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042611,1165500520,1,3,#N/A,520,#N/A
2613,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042613,1165500520,1,3,#N/A,520,#N/A
2614,4004,4000,560,5,0,549,6550,6550,510,5,1,1140042614,1165500549,1,3,#N/A,549,#N/A
2616,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042616,1165500520,1,3,#N/A,520,#N/A
2617,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042617,1165500520,1,3,#N/A,520,#N/A
2617,4004,4000,560,5,0,526,6550,6550,510,5,1,1140042617,1165500526,1,3,#N/A,526,#N/A
2619,4004,4000,560,5,0,283,7205,7200,505,5,1,1140042619,1172050283,1,3,#N/A,283,#N/A
2620,4004,4000,560,5,0,509,6550,6550,510,5,1,1140042620,1165500509,1,1,#N/A,509,#N/A
2620,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042620,1165500520,1,1,#N/A,520,#N/A
2620,4004,4000,560,5,0,531,6550,6550,510,5,1,1140042620,1165500531,1,1,#N/A,531,#N/A
2620,4004,4000,560,5,0,288,7205,7200,505,5,1,1140042620,1172050288,1,3,#N/A,288,#N/A
2620,4004,4000,560,5,0,292,7205,7200,505,5,1,1140042620,1172050292,1,3,#N/A,292,#N/A
2621,4004,4000,560,5,0,278,7205,7200,505,5,1,1140042621,1172050278,1,1,#N/A,278,#N/A
2621,4004,4000,560,5,0,287,7205,7200,505,5,1,1140042621,1172050287,1,5,#N/A,287,#N/A
2622,4004,4000,560,5,0,276,7205,7200,505,5,1,1140042622,1172050276,1,3,#N/A,276,#N/A
2623,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042623,1165500520,1,3,#N/A,520,#N/A
2626,4004,4000,560,5,0,527,6550,6550,510,5,1,1140042626,1165500527,1,3,#N/A,527,#N/A
2627,4004,4000,560,5,0,553,6550,6550,510,5,1,1140042627,1165500553,1,3,#N/A,553,#N/A
2628,4004,4000,560,5,0,276,7205,7200,505,5,1,1140042628,1172050276,1,3,#N/A,276,#N/A
2628,4004,4000,560,5,0,287,7205,7200,505,5,1,1140042628,1172050287,1,3,#N/A,287,#N/A
2629,4004,4000,560,5,0,278,7205,7200,505,5,1,1140042629,1172050278,1,4,#N/A,278,#N/A
2630,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042630,1165500520,1,3,#N/A,520,#N/A
2631,4004,4000,560,5,0,288,7205,7200,505,5,1,1140042631,1172050288,1,3,#N/A,288,#N/A
2632,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042632,1165500520,1,2,#N/A,520,#N/A
2632,4004,4000,560,5,0,527,6550,6550,510,5,1,1140042632,1165500527,1,3,#N/A,527,#N/A
2632,4004,4000,560,5,0,555,6550,6550,510,5,1,1140042632,1165500555,1,1,#N/A,555,#N/A
2634,4004,4000,560,5,0,508,6550,6550,510,5,1,1140042634,1165500508,1,3,#N/A,508,#N/A
2634,4004,4000,560,5,0,520,6550,6550,510,5,1,1140042634,1165500520,1,3,#N/A,520,#N/A
2634,4004,4000,560,5,0,277,7205,7200,505,5,1,1140042634,1172050277,1,3,#N/A,277,#N/A
622,4150,4150,515,5,0,520,6550,6550,510,5,1,1141500622,1165500520,1,3,#N/A,520,#N/A
622,4150,4150,515,5,0,521,6550,6550,510,5,1,1141500622,1165500521,1,5,#N/A,521,#N/A
622,4150,4150,515,5,0,279,7205,7200,505,5,1,1141500622,1172050279,1,3,#N/A,279,#N/A
624,4150,4150,515,5,0,527,6550,6550,510,5,1,1141500624,1165500527,1,3,#N/A,527,#N/A
624,4150,4150,515,5,0,288,7205,7200,505,5,1,1141500624,1172050288,1,3,#N/A,288,#N/A
625,4150,4150,515,5,0,283,7205,7200,505,5,1,1141500625,1172050283,1,3,#N/A,283,#N/A
627,4150,4150,515,5,0,521,6550,6550,510,5,1,1141500627,1165500521,1,5,#N/A,521,#N/A
627,4150,4150,515,5,0,526,6550,6550,510,5,1,1141500627,1165500526,1,3,#N/A,526,#N/A
627,4150,4150,515,5,0,276,7205,7200,505,5,1,1141500627,1172050276,1,3,#N/A,276,#N/A
627,4150,4150,515,5,0,277,7205,7200,505,5,1,1141500627,1172050277,1,3,#N/A,277,#N/A
627,4150,4150,515,5,0,283,7205,7200,505,5,1,1141500627,1172050283,1,3,#N/A,283,#N/A
628,4150,4150,515,5,0,277,7205,7200,505,5,1,1141500628,1172050277,1,1,#N/A,277,#N/A
628,4150,4150,515,5,0,283,7205,7200,505,5,1,1141500628,1172050283,1,1,#N/A,283,#N/A
629,4150,4150,515,5,0,520,6550,6550,510,5,1,1141500629,1165500520,1,3,#N/A,520,#N/A
630,4150,4150,515,5,0,288,7205,7200,505,5,1,1141500630,1172050288,1,3,#N/A,288,#N/A
